deputyid,deputyname,partyid,congress_cat,party_cat,female,tier,alternate,educ_level2,age,state2,unit_individual,leadership,leg_experience,leg_exp_cat,leg_exp_dum,exec_experience,exec_exp_cat,exec_exp_dum,immed_govpartycon,amb2nd_govpartycon,ambition_immediate2014,ambition_immediate2014_2,genderimmedambcat2,genderimmedambcat3,gender2ndambcat3,dum1997,dum2000,dum2003,dum2006,postquota,immedmayorwin,immeddiplocwin,immedsenatewin,immedgovwin,immedregwin,secondmayorwin,seconddiplocwin,seconddipfedwin,secondsenatewin,secondgovwin,firstposition,firstposition3,powerleader,leadertype,nonpowerlead,age_cem,female2,include,include2,sample2,cem_weights_cont1,cem_weights_cont2,samplecont1c,samplecont2c,cem_weights_cont1party,cem_weights_cont2party,samplecont1cp,samplecont2cp
428,Ortega Herrera Fernando PRI,PRI,1997-2000,PRI,0,1,0,preparatoria,51,Veracruz,0,0,1,1,1,1,1,1,1,dep & gov party congr.,union leader,union/union leader,other,other,NA,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,NA,0.3483100586925723,0.48653317126223533,1,NA,0.555952380952381,0.6551350048216008,1,NA
429,Ortega Olays Primitivo PRD,PRD,1997-2000,PRD,0,0,0,estudios de licenciatura,32,Mexico,0,0,0,0,0,0,0,0,0,NA,municipal bureaucracy,municipal bureaucracy,other,other,NA,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,21-39,0,0,0,NA,0.4770333412528709,0.5521093813019279,1,NA,0.8895238095238095,0.7424863387978142,1,NA
431,Ortiz Gutiérrez José Ricardo PAN,PAN,1997-2000,PAN,0,0,0,licenciatura,41,Guanajuato,0,0,0,0,0,0,0,0,1,dep & gov party congr.,presidente municipal,presidente municipal,mayor ballot access,mayor/gov ballot access,appointed exec,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-won,won election,0,not a leader,0,40-59,0,0,0,1,0.6170847496521952,0.8062549695202756,1,1,0.3406686930091185,0.44549180327868854,1,1
432,Osorio Romero Sergio Benito PRD,PRD,1997-2000,PRD,0,1,0,at least some doctoral studies,43,Mexico,0,1,0,0,0,0,0,0,0,dep & gov party not congr.,congressional staff,congressional staff,other,other,other,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,other chair,1,40-59,0,0,0,1,1.1399238284484186,0.7054730983302412,1,1,1.3342857142857143,0,1,NA
433,Padierna Luna María de los Dolores PRD,PRD,1997-2000,PRD,1,0,0,licenciatura,39,DF,0,0,1,1,1,0,0,0,1,dep & gov party congr.,presidente municipal,presidente municipal,mayor ballot access,mayor/gov ballot access,leg ballot access,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,1,NA,NA,ballotaccess-won,won election,0,not a leader,0,21-39,1,0,0,1,1,1,1,1,1,0,1,NA
434,Padilla Arriaga Santiago PRD,PRD,1997-2000,PRD,0,0,0,at least some master's studies,45,Michoacan,0,1,0,0,0,0,0,0,0,dep & gov party congr.,presidente municipal,presidente municipal,mayor ballot access,mayor/gov ballot access,leg ballot access,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,ballotaccess-lost,lost/appt. exec.,0,other chair,1,40-59,0,0,0,1,0.19592440801457195,0,1,NA,0.5337142857142857,0,1,NA
435,Padilla Medina Sabino PRI,PRI,1997-2000,PRI,0,1,0,NA,55,Michoacan,0,0,0,0,0,1,1,1,1,dep & gov party not congr.,business,non-political position,other,other,other,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,1,1.044930176077717,0.9406307977736549,1,1,0.44476190476190475,0,1,NA
436,Padilla Sánchez Enrique PRI,PRI,1997-2000,PRI,0,0,0,licenciatura,28,Tlaxcala,0,0,1,1,1,1,1,1,0,dep & gov party not congr.,state bureaucracy,state bureaucracy,bur appt,bur appt,other,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,21-39,0,0,0,1,0.5224650880388585,0.6270871985157699,1,1,0.4105494505494506,0.3712431693989071,1,1
437,Paiz Morales Everardo PRI,PRI,1997-2000,PRI,0,0,0,licenciatura,50,Veracruz,0,0,0,0,0,0,0,0,1,dep & gov party congr.,teacher,non-political position,other,other,other,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,1,0.6170847496521952,0.5863672505602006,1,1,0.6278991596638656,0.8099850968703428,1,1
438,Palafox Gutiérrez Martha PRI,PRI,1997-2000,PRI,1,0,0,at least some doctoral studies,48,Tlaxcala,0,0,0,0,0,0,0,0,0,dep & gov party not congr.,national party,national party/nat. party leader,other,other,leg ballot access,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,1,0,0,1,1,1,1,1,1,1,1,1
439,Palomino Rivera Antonio PRD,PRD,1997-2000,PRD,0,0,0,estudios de licenciatura,66,DF,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,60-95,0,0,0,NA,1.044930176077717,0.6270871985157699,NA,NA,0,0,NA,NA
441,Paoli Bolio Francisco José PAN,PAN,1997-2000,PAN,0,1,0,at least some doctoral studies,56,DF,0,1,2,1,1,0,0,0,0,dep & gov party not congr.,federal bureaucracy,federal bureaucracy,bur appt,bur appt,other,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,1,jcp/mdpres,0,40-59,0,0,0,1,0,0,NA,NA,0,0,NA,NA
442,Parás González Juan Manuel PRI,PRI,1997-2000,PRI,0,0,0,licenciatura,41,Nuevo Leon,0,0,1,1,1,1,1,1,0,dep & gov party not congr.,senador,senador,senate ballot access,senate ballot access,other,1,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,ballotaccess-lost,lost/appt. exec.,0,not a leader,0,40-59,0,0,0,1,0.48567177197978395,0.2015637423800689,1,1,0.41696428571428573,0.17134300126103405,1,1
443,Paredes Lara Orlando Alberto PRI,PRI,1997-2000,PRI,0,0,0,licenciatura,57,Yucatan,0,0,2,1,1,2,2,1,1,dep & gov party not congr.,senador,senador,senate ballot access,senate ballot access,exec ballot access,1,0,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,0,ballotaccess-won,won election,0,not a leader,0,40-59,0,0,0,1,0.48567177197978395,0.43413729128014844,1,1,0.41696428571428573,0.4049925484351714,1,1
444,Paredes Salazar Noé PRI,PRI,1997-2000,PRI,0,0,0,NA,51,Hidalgo,0,0,0,0,0,1,1,1,1,dep & gov party congr.,state cabinet,state cabinet,cabinet,cabinet/party leader,other,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,appointed executive,lost/appt. exec.,0,not a leader,0,40-59,0,0,0,1,0.20556003463823944,0,1,NA,0.12129870129870131,0,1,NA
445,Parra Rodríguez Gilberto PRD,PRD,1997-2000,PRD,0,1,0,licenciatura,41,Jalisco,0,1,0,0,0,1,1,1,0,dep & gov party not congr.,national party leader,national party/nat. party leader,party leader,cabinet/party leader,other,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,appointed executive,lost/appt. exec.,0,other chair,1,40-59,0,0,0,1,1.5673952641165756,1.4109461966604824,1,1,0,0,NA,NA
447,Pavón Vinales José Luis PRI,PRI,1997-2000,PRI,0,0,0,tecnico,49,Veracruz,0,0,0,0,0,0,0,0,1,NA,union,union/union leader,other,other,NA,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,NA,0.6170847496521952,0.5863672505602006,1,NA,0.6278991596638656,0.8099850968703428,1,NA
448,Paz Zarza Javier PAN,PAN,1997-2000,PAN,0,1,0,licenciatura,49,Mexico,0,0,2,1,1,0,0,0,0,dep & gov party not congr.,federal bureaucracy,federal bureaucracy,bur appt,bur appt,other,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,1,0.8359441408621736,0.7784530740195764,1,1,0.5718367346938775,0.44549180327868854,1,1
450,Peñaloza García Bonfilio PRD,PRD,1997-2000,PRD,0,1,0,licenciatura,36,Guerrero,0,0,0,0,0,0,0,0,0,dep & gov party not congr.,presidente municipal,presidente municipal,other,other,leg ballot access,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,nonelected office,nonelected office,0,not a leader,0,21-39,0,0,0,1,2.1595223638939487,2.8218923933209648,1,1,2.6685714285714286,5.939890710382514,1,1
452,Peñaloza Izazaga María Victoria PRD,PRD,1997-2000,PRD,1,1,0,NA,39,Guerrero,0,0,0,0,0,0,0,0,0,dep & gov party not congr.,diputado federal,diputado federal,deputy ballot access,deputy/regidor ballot access,other,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-lost,lost/appt. exec.,0,not a leader,0,21-39,1,0,0,1,1,1,1,1,1,1,1,1
453,Peñúñuri Noriega Manuel Cornelio PAN,PAN,1997-2000,PAN,0,0,0,estudios de licenciatura,30,Sonora,0,0,0,0,0,0,0,0,0,dep & gov party congr.,municipal party leader,municipal party,other,other,bur appt,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,21-39,0,0,0,1,0.4770333412528709,0.5521093813019279,1,1,0.17216589861751153,0.19654050144648025,1,1
455,Perales Meléndez Abelardo PAN,PAN,1997-2000,PAN,0,1,0,at least some doctoral studies,51,Tamaulipas,0,0,0,0,0,0,0,0,0,dep & gov party not congr.,senador,senador,senate ballot access,senate ballot access,other,1,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,ballotaccess-lost,lost/appt. exec.,0,not a leader,0,40-59,0,0,0,1,1.5915090374106766,1.4109461966604824,1,1,2.168214285714286,0,1,NA
456,Pérez de Alva Blanco Roberto PRI,PRI,1997-2000,PRI,0,0,0,licenciatura,44,Baja California,0,0,1,1,1,0,0,0,0,dep & gov party not congr.,senador,senador,senate ballot access,senate ballot access,leg ballot access,1,0,0,0,0,NA,NA,1,NA,NA,NA,NA,1,NA,NA,ballotaccess-won,won election,0,not a leader,0,40-59,0,0,0,1,0.35321583416711566,0.2565356721200877,1,1,0.47897435897435897,0.44549180327868854,1,1
457,Pérez Flores Fabián PRD,PRD,1997-2000,PRD,0,1,0,licenciatura,36,Tlaxcala,0,0,1,1,1,0,0,0,1,dep & gov party congr.,state cabinet,state cabinet,cabinet,cabinet/party leader,leg ballot access,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,appointed executive,lost/appt. exec.,0,not a leader,0,21-39,0,0,0,1,2.612325440194293,0.7054730983302412,1,1,0,0,NA,NA
458,Pérez García Manuel PRD,PRD,1997-2000,PRD,0,1,0,NA,44,Chiapas,0,0,0,0,0,0,0,0,0,NA,state party,state party/state party leader,other,other,NA,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,NA,1.5915090374106766,1.6033479507505484,1,NA,2.096734693877551,1.4849726775956285,1,NA
459,Pérez Gavilán Torres Margarita PAN,PAN,1997-2000,PAN,1,1,0,at least some master's studies,53,Durango,0,0,0,0,0,0,0,0,0,NA,federal bureaucracy,federal bureaucracy,bur appt,bur appt,NA,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,1,0,0,NA,1,1,1,NA,1,1,1,NA
461,Phillips Olmedo Alfredo PRI,PRI,1997-2000,PRI,0,1,0,licenciatura,62,Tamaulipas,0,1,0,0,0,0,0,0,1,dep & gov party congr.,national party,national party/nat. party leader,other,other,other,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,other chair,1,60-95,0,0,0,1,0,0,NA,NA,0,0,NA,NA
462,Pineda Castillo César Agustín PRD,PRD,1997-2000,PRD,0,1,0,licenciatura,44,Oaxaca,0,0,0,0,0,0,0,0,0,dep & gov party not congr.,union,union/union leader,other,other,other,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,1,1.5915090374106766,1.6033479507505484,1,1,2.096734693877551,1.4849726775956285,1,1
463,Pineda Chávez Jacaranda PRI,PRI,1997-2000,PRI,1,1,0,at least some master's studies,28,Michoacan,0,0,0,0,0,0,0,0,1,dep & gov party not congr.,state party,state party/state party leader,other,other,other,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,21-39,0,0,0,1,2.1595223638939487,2.8218923933209648,1,1,1.4555844155844155,1.1137295081967213,1,1
464,Ponce Ortega Francisco Javier PRI,PRI,1997-2000,PRI,0,0,0,NA,59,Durango,0,0,1,1,1,0,0,0,1,dep & gov party congr.,regidor,regidor/sindico,regidor ballot access,deputy/regidor ballot access,other,1,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,ballotaccess-won,won election,0,not a leader,0,40-59,0,0,0,1,0.35321583416711566,0.2565356721200877,1,1,0.47897435897435897,0.44549180327868854,1,1
465,Portillo Ayala Cristina PRD,PRD,1997-2000,PRD,1,1,0,tecnico,28,Michoacan,0,0,0,0,0,0,0,0,0,dep & gov party congr.,congressional staff,congressional staff,other,other,bur appt,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,21-39,1,0,0,1,1,1,1,1,1,1,1,1
466,Prats García Antonio PRD,PRD,1997-2000,PRD,0,0,0,NA,43,Michoacan,0,0,0,0,0,0,0,0,0,dep & gov party congr.,state bureaucracy,state bureaucracy,bur appt,bur appt,bur appt,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,1,0.6170847496521952,0.5863672505602006,1,1,0.518888888888889,0.35639344262295086,1,1
467,Preciado Coronado Felipe de Jesús PAN,PAN,1997-2000,PAN,0,1,0,licenciatura,55,Jalisco,0,1,0,0,0,0,0,0,1,dep & gov party congr.,state cabinet,state cabinet,cabinet,cabinet/party leader,bur appt,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,appointed executive,lost/appt. exec.,1,jcp/mdpres,0,40-59,0,0,0,1,1.1399238284484186,0,1,NA,2.6685714285714286,0,1,NA
468,"Quirós Pérez Miguel A (Quiroz Perez, Miguel Angel) PRI",PRI,1997-2000,PRI,0,0,0,licenciatura,58,Puebla,0,0,2,1,1,2,2,1,1,NA,federal bureaucracy,federal bureaucracy,bur appt,bur appt,NA,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,NA,0.48567177197978395,0.5130713442401754,1,NA,0.41696428571428573,0.38980532786885247,1,NA
469,Quiroz Jiménez Aarón PRD,PRD,1997-2000,PRD,0,0,0,licenciatura,33,DF,0,0,0,0,0,0,0,0,1,dep & gov party congr.,municipal bureaucracy,municipal bureaucracy,other,other,other,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,21-39,0,0,0,1,0.4770333412528709,0.5521093813019279,1,1,0.8895238095238095,0.7424863387978142,1,1
470,Rabelo Cupido Francisco Alberto PRI,PRI,1997-2000,PRI,0,0,0,licenciatura,54,Tabasco,0,0,1,1,1,2,2,1,1,dep & gov party congr.,gobernador,gobernador,other,other,other,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,1,0.48567177197978395,0.5130713442401754,1,1,0.41696428571428573,0.38980532786885247,1,1
472,Ramírez Cuéllar Alfonso PRD,PRD,1997-2000,PRD,0,1,0,licenciatura,38,DF,0,0,1,1,1,0,0,0,1,dep & gov party congr.,presidente municipal,presidente municipal,mayor ballot access,mayor/gov ballot access,leg ballot access,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,ballotaccess-lost,lost/appt. exec.,0,not a leader,0,21-39,0,0,0,1,2.612325440194293,0.7054730983302412,1,1,0,0,NA,NA
473,Ramírez López Germán PRI,PRI,1997-2000,PRI,0,0,0,estudios de licenciatura,37,Oaxaca,0,0,1,1,1,0,0,0,1,dep & gov party congr.,regidor,regidor/sindico,regidor ballot access,deputy/regidor ballot access,other,1,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,ballotaccess-won,won election,0,not a leader,0,21-39,0,0,0,1,0.09796220400728597,0.31354359925788494,1,1,0,0,NA,NA
474,Ramírez Pech Edgar Martín PAN,PAN,1997-2000,PAN,0,0,0,licenciatura,29,Yucatan,0,0,1,1,1,0,0,0,0,dep & gov party congr.,municipal party leader,municipal party,other,other,other,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,21-39,0,0,0,1,0.09796220400728597,0,1,NA,0,0,NA,NA
475,Ramírez Rodríguez Américo Alejandro PAN,PAN,1997-2000,PAN,0,0,0,licenciatura,53,Nuevo Leon,0,0,2,1,1,0,0,0,1,NA,diputado local,diputado local,deputy ballot access,deputy/regidor ballot access,NA,1,0,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-won,won election,0,not a leader,0,40-59,0,0,0,NA,0.35321583416711566,0.2565356721200877,1,NA,0,0,NA,NA
477,Ramírez Vidal Gerardo PRD,PRD,1997-2000,PRD,0,0,0,at least some doctoral studies,42,Morelos,0,0,0,0,0,0,0,0,0,dep & gov party not congr.,academic,non-political position,other,other,other,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,1,0.6170847496521952,0.5863672505602006,1,1,0.518888888888889,0.35639344262295086,1,1
478,Ramírez Villarreal Roberto PAN,PAN,1997-2000,PAN,0,0,0,licenciatura,32,Nuevo Leon,0,0,1,1,1,0,0,0,1,dep & gov party not congr.,municipal bureaucracy,municipal bureaucracy,other,other,bur appt,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,21-39,0,0,0,1,0.09796220400728597,0,1,NA,0,0,NA,NA
479,Rangel Hernández Armando PAN,PAN,1997-2000,PAN,0,0,0,licenciatura,32,Guanajuato,0,0,0,0,0,0,0,0,1,dep & gov party congr.,presidente municipal,presidente municipal,mayor ballot access,mayor/gov ballot access,leg ballot access,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,1,NA,NA,ballotaccess-won,won election,0,not a leader,0,21-39,0,0,0,1,0.4770333412528709,0.3892265370097882,1,1,0.17216589861751153,0.10606947697111631,1,1
480,Rangel Vargas Felipe de Jesús PAN,PAN,1997-2000,PAN,0,0,0,licenciatura,35,Jalisco,0,0,0,0,0,0,0,0,1,dep & gov party congr.,regidor,regidor/sindico,regidor ballot access,deputy/regidor ballot access,bur appt,1,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,ballotaccess-won,won election,0,not a leader,0,21-39,0,0,0,1,0.4770333412528709,0.3892265370097882,1,1,0.17216589861751153,0.10606947697111631,1,1
483,Reynoso Nuño Francisco Javier PAN,PAN,1997-2000,PAN,0,0,0,licenciatura,47,Baja California,0,0,1,1,1,0,0,0,1,dep & gov party congr.,senador,senador,other,other,bur appt,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,1,0.35321583416711566,0.1763682745825603,1,1,0,0,NA,NA
486,Rizo Ayala Salvador PRI,PRI,1997-2000,PRI,0,1,0,licenciatura,45,Jalisco,0,0,2,1,1,0,0,0,0,dep & gov party not congr.,gobernador,gobernador,other,other,leg ballot access,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,1,0.8359441408621736,0.7784530740195764,1,1,0.3638961038961039,0.31820843091334894,1,1
487,Robles Colín Leticia PRD,PRD,1997-2000,PRD,1,0,0,estudios de licenciatura,37,DF,0,1,0,0,0,0,0,0,1,dep & gov party congr.,diputado local,diputado local,deputy ballot access,deputy/regidor ballot access,exec ballot access,1,0,0,0,0,NA,1,NA,NA,NA,1,NA,NA,NA,NA,ballotaccess-won,won election,0,other chair,1,21-39,1,0,0,1,1,1,1,1,1,1,1,1
488,Rodríguez Aguirre Felipe PRD,PRD,1997-2000,PRD,0,1,0,licenciatura,40,Mexico,0,0,0,0,0,1,1,1,0,dep & gov party not congr.,regidor,regidor/sindico,regidor ballot access,deputy/regidor ballot access,leg ballot access,1,0,0,0,0,NA,NA,NA,NA,1,NA,1,NA,NA,NA,ballotaccess-won,won election,0,not a leader,0,40-59,0,0,0,1,1.044930176077717,0,1,NA,0.5337142857142857,0,1,NA
489,Rodríguez García Francisco Crescencio PRI,PRI,1997-2000,PRI,0,0,0,licenciatura,46,Mexico,0,0,0,0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,NA,0.20556003463823944,0.20647993121860717,NA,NA,0.12129870129870131,0.07680893159977388,NA,NA
490,Rodríguez Prats Juan José PAN,PAN,1997-2000,PAN,0,1,0,licenciatura,51,Tabasco,0,0,1,1,1,2,2,1,0,dep & gov party not congr.,senador,senador,senate ballot access,senate ballot access,other,1,0,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,ballotaccess-won,won election,0,not a leader,0,40-59,0,0,0,1,0.3483100586925723,0,1,NA,0,0,NA,NA
491,Rodríguez Velasco Carlos Jaime PRI,PRI,1997-2000,PRI,0,0,0,at least some master's studies,48,Veracruz,0,0,1,1,1,0,0,0,1,dep & gov party congr.,state bureaucracy,state bureaucracy,bur appt,bur appt,bur appt,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,1,0.35321583416711566,0.1763682745825603,1,1,0.47897435897435897,0.2386563231850117,1,1
492,Rojas Arreola Gonzalo Pedro Bárbaro PRD,PRD,1997-2000,PRD,0,0,0,licenciatura,47,DF,0,1,1,1,1,1,1,1,1,NA,presidente municipal,presidente municipal,mayor ballot access,mayor/gov ballot access,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-lost,lost/appt. exec.,0,other chair,1,40-59,0,0,0,NA,0.6269581056466302,0.9406307977736549,1,NA,0,0,NA,NA
494,Rojas Chávez Luis PRD,PRD,1997-2000,PRD,0,0,0,at least some master's studies,49,Veracruz,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,NA,0.6170847496521952,0.5863672505602006,NA,NA,0.518888888888889,0.35639344262295086,NA,NA
495,Rojo e Incháustegui María de Lourdes PRD,PRD,1997-2000,PRD,1,1,0,tecnico,54,DF,0,1,0,0,0,0,0,0,1,dep & gov party congr.,presidente municipal,presidente municipal,mayor ballot access,mayor/gov ballot access,leg ballot access,1,0,0,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,ballotaccess-won,won election,0,other chair,1,40-59,1,0,0,1,1,1,1,1,1,1,1,1
496,Rojo García de Alba Jose Antonio PRI,PRI,1997-2000,PRI,0,0,0,licenciatura,31,Hidalgo,0,0,0,0,0,2,2,1,1,NA,state cabinet,state cabinet,cabinet,cabinet/party leader,NA,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,appointed executive,lost/appt. exec.,0,not a leader,0,21-39,0,0,0,NA,0.3761748633879781,0,1,NA,0.14045112781954885,0,1,NA
497,Rosas Cortes Carlos Fernando PRI,PRI,1997-2000,PRI,0,0,0,licenciatura,45,Tabasco,0,0,0,0,0,1,1,1,1,dep & gov party congr.,state party leader,state party/state party leader,party leader,cabinet/party leader,other,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,appointed executive,lost/appt. exec.,0,not a leader,0,40-59,0,0,0,1,0.20556003463823944,0,1,NA,0.12129870129870131,0,1,NA
498,Rossell Abitia Mauricio Alejandro PRI,PRI,1997-2000,PRI,0,1,0,at least some doctoral studies,32,Hidalgo,0,0,0,0,0,0,0,0,1,dep & gov party congr.,diputado local,diputado local,deputy ballot access,deputy/regidor ballot access,leg ballot access,1,0,0,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,ballotaccess-lost,lost/appt. exec.,0,not a leader,0,21-39,0,0,0,1,2.1595223638939487,1.128756957328386,1,1,1.4555844155844155,2.2274590163934427,1,1
499,Rubiano Reyna Miguel Antonio PRI,PRI,1997-2000,PRI,0,0,0,at least some master's studies,51,Tamaulipas,0,0,0,0,0,1,1,1,1,dep & gov party congr.,gobernador,gobernador,other,other,other,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,1,0.20556003463823944,0.20647993121860717,1,1,0.12129870129870131,0.07680893159977388,1,1
501,Ruiz Ortíz Ulises Ernesto PRI,PRI,1997-2000,PRI,0,0,0,licenciatura,39,Oaxaca,0,0,1,1,1,1,1,1,1,dep & gov party congr.,senador,senador,senate ballot access,senate ballot access,exec ballot access,1,0,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,1,ballotaccess-won,won election,0,not a leader,0,21-39,0,0,0,1,0.5224650880388585,0,1,NA,0.4105494505494506,0,1,NA
502,Sada Zambrano Rogelio PAN,PAN,1997-2000,PAN,0,1,0,licenciatura,62,Nuevo Leon,0,0,0,0,0,1,1,1,1,dep & gov party congr.,senador,senador,senate ballot access,senate ballot access,bur appt,1,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,ballotaccess-lost,lost/appt. exec.,0,not a leader,0,60-95,0,0,0,1,0,0,NA,NA,0,0,NA,NA
503,Saiz Calderón García Arturo PAN,PAN,1997-2000,PAN,0,0,0,at least some master's studies,51,Guanajuato,0,0,1,1,1,0,0,0,1,dep & gov party congr.,diputado local,diputado local,other,other,other,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,1,0.35321583416711566,0.1763682745825603,1,1,0,0,NA,NA
504,Salazar Diez de Sollano Francisco Javier PAN,PAN,1997-2000,PAN,0,0,0,licenciatura,29,San Luis Potosi,0,0,0,0,0,0,0,0,0,dep & gov party congr.,national party,national party/nat. party leader,other,other,leg ballot access,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,nonelected office,nonelected office,0,not a leader,0,21-39,0,0,0,1,0.4770333412528709,0.5521093813019279,1,1,0.17216589861751153,0.19654050144648025,1,1
